STOFF_ID;Stoff_Typ;Name_Botanisch_INCI;Name_DE;Name_EN;Status;Herkunft_Region;Wissen_Tradition;Familie_Botanisch_Tags;Pflanzenteil_Tags;Gewinnung_Tags;Form_Beschaffenheit;Sensorik_Tags;Chemie_Leitsubstanzen;Harmoniert_Mit_Tags;Sicherheit_Kontraindikation;Labels_Qualitaet;Lagerung;Haltbarkeit_Monate;Lieferant_Haupt;Lieferant_ArtNr;Einkaufspreis_Netto;Waehrung;Gebinde_Groesse;Mengeneinheit;Mindestbestand;Zolltarifnummer;Bio_Kontrollstelle;Anwendung_Dosierung;Tipps_Substitution;Platzhalter_Illu;Illu_Prompt_Positiv;Illu_Prompt_Negativ;Illu_Style;Gemini_Comment;Gemini_Comment2;Old_ID_Ref
STOFF-SAL-000008;Salz;Sodium chloride;Persisches Blausalz (Blue Salt);Persian Blue Salt;Active;Iran > Semnan;Seltenes Steinsalz mit blauen Kristalladern (Sylvinit/optische Effekte), eher Finishing/Gourmet.;Mineral;Steinsalz;Bergbau|Sortierung;Kristalle (grob) + Rohstein;salzig|mineralisch|leicht süßlich;NaCl|Spurminerale;Finish|Fisch|Carpaccio;Keine;Gourmet|Rarität;Trocken;Unbegrenzt;;;;;;;;;;Als Finishing-Salz sparsam, optisch einsetzen;Steinsalz weiß (geschmacklich ähnlich) oder Fleur de Sel (Textur anders);STOFF-SAL-000008;Ultrarealistisches Foto von persischem Blausalz: grobe weiße Kristalle mit klar sichtbaren blauen Einschlüssen, als Häufchen und in kleiner Schale;" zusätzlich ein roher Salzstein/Steinsalzbrocken mit bläulichen Adern";" dezenter Hintergrund mit Fels-/Berg-Anmutung (Iran), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein gefärbtes Salz künstlich|kein Etikett|kein Text|keine Hände|kein Pfeffer;Foto;
STOFF-SAL-000009;Salz;Sodium chloride;Hawaiianisches Alaea-Salz (Rot);Hawaiian Alaea Salt (Red);Active;USA > Hawaii;Meersalz gemischt mit roter Alaea-Tonerde, erdig-mineralisch, traditionell in Hawaii-Küche.;Mineral;Meersalz (Tonbeimischung);Mischen|Trocknung;Granulat (rot);salzig|erdig|mineralisch;NaCl|Tonminerale;Poke|Kalua Pork|Finish;Keine;Traditionell|Gourmet;Trocken;Unbegrenzt;;;;;;;;;;Als Finish oder in Rubs, gibt Farbe;Sel gris (grau, anders) oder Himalaya (rosa, anders);STOFF-SAL-000009;Ultrarealistisches Foto von Alaea-Salz: rotes Salzgranulat als Häufchen und in kleiner Schale;" im Hintergrund dezent ein Hinweis auf Hawaii (z.B. Lavastein/Strand-Sand-Anmutung), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Paprikapulver|kein Etikett|kein Text|keine Hände|kein Steak;Foto;;
STOFF-SAL-000010;Salz;Sodium chloride;Hawaiianisches Lavasteinsalz (Schwarz);Hawaiian Black Lava Salt;Active;USA > Hawaii;Meersalz mit Aktivkohle/Lava-Anmutung, optisch stark, als Finishing-Salz.;Mineral;Meersalz (Kohlebeimischung);Mischen|Trocknung;Granulat (schwarz);salzig|mineralisch|leicht rauchig;NaCl|Aktivkohle;Finish|Fisch|Ei|Avocado;Aktivkohle kann färben;Gourmet;Trocken;Unbegrenzt;;;;;;;;;;Als Finish für Kontrast, sparsam;Kala Namak (schwefelig, anders) oder schwarzer Sesam+Salz (optisch, anders);STOFF-SAL-000010;Ultrarealistisches Foto von schwarzem Lavasteinsalz: tiefschwarzes Granulat als Häufchen und in kleiner Schale;" dezenter Hintergrund mit Lavagestein/Volkan-Anmutung (Hawaii), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Pfeffer|kein Etikett|kein Text|keine Hände|keine Kohle-Briketts;Foto;;
STOFF-SAL-000011;Salz;Sodium chloride;Zypern-Pyramidenflocken;Cyprus Pyramid Salt Flakes;Active;Zypern;Sehr leichte, knusprige Flocken, ähnlich pyramidalen Strukturen, ideal als Finish.;Mineral;Meersalz;Verdunstung|Kristallisation;Flocken (pyramidal);knusprig|mild;NaCl;Finish|Fisch|Salat;Keine;Gourmet;Trocken|Luftdicht;Unbegrenzt;;;;;;;;;;Als Finish kurz vor dem Servieren;Maldon (ähnlich) oder Fleur de Sel (zarter);STOFF-SAL-000011;Ultrarealistisches Foto von Zypern-Pyramidenflocken: sehr leichte weiße pyramidenartige Flocken in kleiner Schale und als Häufchen;" dezenter Hintergrund mit mediterraner Küsten-/Salinen-Anmutung (Zypern), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein rosa Salz|kein Steinbrocken|kein Etikett|kein Text|keine Hände;Foto;;
STOFF-SAL-000012;Salz;Sodium chloride;Schweizer Alpensalz (Sole, fein);Swiss Alpine Salt (Fine Brine Salt);Active;Schweiz > Alpenraum;Aus alpiner Sole gewonnen, fein für Alltag/Kochen, oft sehr sauber im Geschmack.;Mineral;Siedesalz (Sole);Siedung|Trocknung;Fein (Pulver/Granulat);salzig|sauber|mineralisch;NaCl;Kochen|Backen|Alltag;Keine;Regional;Trocken;Unbegrenzt;;;;;;;;;;Für Kochwasser, Teig, Würzen;Normales Siedesalz (ähnlich) oder Meersalz (mineralischer);STOFF-SAL-000012;Ultrarealistisches Foto von feinem Alpensalz: feines weißes Salz als Häufchen neben einer kleinen Schale;" dezenter Hintergrund mit alpiner Anmutung (Fels/Alpenholz, keine Marken), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Himalaya-Salz|kein Etikett|kein Text|keine Hände|kein Pfeffer;Foto;;
STOFF-SAL-000013;Salz;Sodium chloride;Steinsalz (weiß), grob;White Rock Salt (Coarse);Active;Europa;Neutrales Steinsalz für Mühle und Kochen, robust, lange lagerfähig.;Mineral;Steinsalz;Bergbau|Zerkleinerung;Kristalle (grob) + Rohstein;salzig|mineralisch;NaCl;Mühle|Kochen|Grill;Keine;Standard;Trocken;Unbegrenzt;;;;;;;;;;Für Mühle oder Kochwasser;Meersalz grob (anders) oder Himalaya (farbig);STOFF-SAL-000013;Ultrarealistisches Foto von weißem Steinsalz: ein klar erkennbarer roher Salzstein/Steinsalzbrocken (Rohstoff) neben groben weißen Kristallen als Häufchen und in kleiner Schale;" dezenter Hintergrund mit Fels-/Berg-Anmutung, Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein feines Tischsalz|kein Etikett|kein Text|keine Hände|keine Salzlampe;Foto;;
STOFF-SAL-000014;Salz;Sodium chloride;Fleur de Sel de Camargue;Camargue Fleur de Sel;Active;Frankreich > Camargue;Zarte Salzblume aus der Camargue, feine Flocken für Finish, leicht mineralisch.;Mineral;Meersalz;Verdunstung|Handschöpfung;Flocken;zart|mild|mineralisch;NaCl|Spurminerale;Finish|Fisch|Gemüse;Keine;Gourmet|Regional;Trocken|Luftdicht;Unbegrenzt;;;;;;;;;;Als Finish;Fleur de Sel (Guérande) (ähnlich) oder Maldon (knuspriger);STOFF-SAL-000014;Ultrarealistisches Foto von Fleur de Sel de Camargue: weiße feine Flocken in kleiner Schale und als Häufchen;" dezenter Hintergrund mit Salinen-Anmutung (Camargue, rosa/weißes Salzfeld dezent unscharf), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Himalaya-Salz|kein Etikett|kein Text|keine Hände|kein Pfeffer;Foto;;
STOFF-SAL-000015;Salz;Sodium chloride;Fleur de Sel de Ré;Île de Ré Fleur de Sel;Active;Frankreich > Île de Ré;Fleur de Sel von der Île de Ré, zarte Flocken als Finishing-Salz, maritimes Profil.;Mineral;Meersalz;Verdunstung|Handschöpfung;Flocken;zart|mild|maritim;NaCl;Finish|Fisch|Salat;Keine;Gourmet|Regional;Trocken|Luftdicht;Unbegrenzt;;;;;;;;;;Als Finish direkt vor dem Servieren;Fleur de Sel (Guérande) (ähnlich) oder Maldon (knuspriger);STOFF-SAL-000015;Ultrarealistisches Foto von Île-de-Ré Fleur de Sel: zarte weiße Flocken in kleiner Keramikschale plus kleines Salz-Häufchen;" dezent unscharfer Hintergrund mit Atlantik-Salinen/Salzgarten-Anmutung (Île de Ré), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein grobes Salz|kein Steinbrocken|kein Etikett|kein Text|keine Hände;Foto;;
STOFF-SAL-000016;Salz;Sodium chloride;Fleur de Sel (Portugal);Portuguese Fleur de Sel;Active;Portugal > Algarve|Aveiro;Handgeschöpfte Salzblume, zart, ideal als Finish, oft sehr sauber und mild.;Mineral;Meersalz;Verdunstung|Handschöpfung;Flocken;zart|mild;NaCl;Finish|Fisch|Gemüse;Keine;Gourmet|Handgeschöpft;Trocken|Luftdicht;Unbegrenzt;;;;;;;;;;Als Finish;Fleur de Sel (Frankreich) (ähnlich) oder Maldon (knuspriger);STOFF-SAL-000016;Ultrarealistisches Foto von portugiesischem Fleur de Sel: weiße feine Flocken in kleiner Schale und als Häufchen;" dezent unscharfer Hintergrund mit Salinen + Küsten-/Sonnensetting (Portugal), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Himalaya|kein Steinbrocken|kein Etikett|kein Text|keine Hände;Foto;;
STOFF-SAL-000017;Salz;Sodium chloride;Meersalz (grob);Coarse Sea Salt;Active;Mediterran|Atlantik;Allround-Meersalz grob für Kochen, Pasta-Wasser, Salzkrusten, robust und preiswert.;Mineral;Meersalz;Verdunstung;Grobkristalle;salzig|sauber|mineralisch;NaCl;Kochen|Pasta|Salzkruste;Keine;Standard;Trocken;Unbegrenzt;;;;;;;;;;Für Kochwasser und Salzkrusten, nicht als „edel Finish“ nötig;Siedesalz (ähnlich) oder Sel gris (feuchter/mineralischer);STOFF-SAL-000017;Ultrarealistisches Foto von grobem Meersalz: grobe weiße Kristalle als Häufchen und in kleiner Schale;" dezenter Hintergrund mit maritimer Anmutung (Küste/Salzpfanne unscharf), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Fleur de Sel zart|kein Steinbrocken|kein Etikett|kein Text|keine Hände;Foto;;
STOFF-SAL-000018;Salz;Sodium chloride;Meersalz (fein);Fine Sea Salt;Active;Mediterran|Atlantik;Feines Meersalz für Alltag und Backen, schneller löslich als grob.;Mineral;Meersalz;Verdunstung|Mahlen;Fein;salzig|sauber;NaCl;Kochen|Backen|Alltag;Keine;Standard;Trocken;Unbegrenzt;;;;;;;;;;Für Teig, Suppen, allgemeines Würzen;Siedesalz (ähnlich) oder Kosher Salt (andere Körnung);STOFF-SAL-000018;Ultrarealistisches Foto von feinem Meersalz: feines weißes Salz als Häufchen und in kleiner Schale;" dezenter Hintergrund maritim (unscharf), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Puderzucker|kein Etikett|kein Text|keine Hände|kein Pfeffer;Foto;;
STOFF-SAL-000019;Salz;Sodium chloride;Kosher Salt (grob/flake);Kosher Salt;Active;USA;Grobes, leicht flockiges Salz, sehr gut dosierbar („Pinch salt“), Standard in Profiküchen.;Mineral;Siedesalz|Meersalz (je nach Marke);Verdampfung|Kristallisation;Flocken (grob);salzig|sauber;NaCl;Kochen|Brining|Steak;Keine;Küche/Profi;Trocken;Unbegrenzt;;;;;;;;;;Zum Salzen mit der Hand, für Dry Brines;Meersalz grob (ähnlich) oder Maldon (zarter);STOFF-SAL-000019;Ultrarealistisches Foto von Kosher Salt: größere unregelmäßige weiße Flocken als Häufchen und in kleiner Schale;" dezenter Hintergrund „Küchen-Prep“-Anmutung (ohne Text/Brand), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Fleur de Sel zart|kein Etikett|kein Text|keine Hände|kein Steak;Foto;;
STOFF-SAL-000020;Salz;Sodium chloride;Pökelsalz (Nitritpökelsalz);Curing Salt (Nitrite);Active;Europa;Spezielles Salz für Pökeln/Charcuterie (Nitrit), nicht als Tischsalz verwenden.;Mineral;Spezialsalz;Mischen|Standardisierung;Fein/Granulat;salzig;NaCl|Nitrit;Pökeln|Wurst;Nicht als Speisesalz nutzen|Dosierung strikt;Reguliert;Trocken|Kindersicher;24;;;;;;;;;;Nur nach Rezept/Norm dosieren, klar getrennt lagern;—;STOFF-SAL-000020;Ultrarealistisches Foto von Pökelsalz: feines Salzgranulat in kleiner Schale, daneben separates kleines Häufchen;" dezente Anmutung „Charcuterie/Metzger-Workspace“ im Hintergrund (unscharf, ohne Text), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein normales Speisesalz|kein Etikett|kein Text|keine Hände|keine Fleischstücke sichtbar;Foto;;
STOFF-SAL-000021;Salz;Sodium chloride;Sel rose (Rosa Meersalz);Pink Sea Salt;Active;Bolivien > Salar de Uyuni|Australien;Natürlich rosa getöntes Salz (je nach Herkunft), als Gourmet-/Finishsalz genutzt.;Mineral;Seesalz|Sole;Verdunstung;Granulat (rosa);salzig|mineralisch|mild;NaCl|Spurminerale;Finish|Salat|Gemüse;Keine;Gourmet;Trocken;Unbegrenzt;;;;;;;;;;Als Finish oder Allround, optisch;Murray River (Flocken) oder Himalaya (Steinsalz, anders);STOFF-SAL-000021;Ultrarealistisches Foto von rosa Salzgranulat: zartrosa Kristalle als Häufchen und in kleiner Schale;" dezent unscharfer Hintergrund mit Salzsee/Salar-Anmutung (z.B. helle Salzfläche), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Himalaya-Steinbrocken|kein Etikett|kein Text|keine Hände;Foto;;
STOFF-SAL-000022;Salz;Sodium chloride;Bolivianisches Rosensalz (Salar de Uyuni);Bolivian Rose Salt;Active;Bolivien > Salar de Uyuni;Aus Salzsee gewonnen, oft zartrosa, mineralisch, als Allround- oder Finish-Salz.;Mineral;Sole/Seesalz;Verdunstung;Granulat (rosa);salzig|mineralisch;NaCl|Spurminerale;Finish|Kochen;Keine;Regional|Gourmet;Trocken;Unbegrenzt;;;;;;;;;;Allround, auch als Finishing wegen Farbe;Sel rose (ähnlich) oder Meersalz (weiß);STOFF-SAL-000022;Ultrarealistisches Foto von Bolivian Rose Salt: zartrosa Kristalle als Häufchen und in kleiner Schale;" dezent unscharfer Hintergrund mit heller Salzsee-Fläche (Salar de Uyuni Anmutung), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein künstlich gefärbtes Salz|kein Etikett|kein Text|keine Hände;Foto;;
STOFF-SAL-000023;Salz;Sodium chloride;Andensalz (Peru), rosa/grob;Andean Pink Salt (Coarse);Active;Peru > Anden;Rosa-mineralisches Salz aus Andenregionen (Handel je nach Quelle), grob für Mühle/Finish.;Mineral;Sole/Steinsalz (je nach Quelle);Verdunstung|Bergbau;Kristalle (grob) + ggf. Rohstein;salzig|mineralisch;NaCl|Spurminerale;Mühle|Finish;Keine;Gourmet;Trocken;Unbegrenzt;;;;;;;;;;Für Mühle oder als Finish;Himalaya (ähnlich Farbe, andere Herkunft) oder Meersalz grob;STOFF-SAL-000023;Ultrarealistisches Foto von Andensalz: grobe rosa Kristalle als Häufchen und in kleiner Schale;" zusätzlich ein kleiner roher Salzstein/Salzbrocken (falls steinsalzartig) sichtbar";" dezenter Hintergrund mit Anden-Fels-Anmutung, Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Himalaya Branding|kein Etikett|kein Text|keine Hände;Foto;
STOFF-SAL-000024;Salz;Sodium chloride;Rauchsalz (Buchenrauch);Beech Smoked Salt;Active;Deutschland|Skandinavien;Geräuchertes Salz, kräftig rauchig, für BBQ, Eier, vegane „Speck“-Anmutung.;Mineral;Meersalz|Siedesalz;Räucherung (Buchenholz);Granulat;rauchig|salzig;NaCl;BBQ|Eier|Gemüse;Sehr dominant, sparsam;;Trocken|Luftdicht;24;;;;;;;;;;Als Finish oder in Rubs, sparsam;Rauchpaprika + Salz (Annäherung) oder Chipotle (rauchig+scharf);STOFF-SAL-000024;Ultrarealistisches Foto von Rauchsalz: leicht bräunliches Salzgranulat als Häufchen und in kleiner Schale;" dezent unscharfer Hintergrund mit Holzrauch-/Räucherofen-Anmutung (Buchenholz), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein brauner Zucker|kein Etikett|kein Text|keine Hände|kein Fleisch;Foto;;
STOFF-SAL-000025;Salz;Sodium chloride;Trüffelsalz (aromatisiert);Truffle Salt (Flavored);Active;Frankreich|Italien;Aromatisiertes Salz mit Trüffel(anteilen)/Aroma, als Finish, sehr intensiv und produktabhängig.;Mineral;Meersalz|Siedesalz (aromatisiert);Mischen|Aromatisierung;Granulat (mit Partikeln);umami|erdig|trüffelig;NaCl|Aromakomponenten;Pasta|Pommes|Ei;Aromastoffe je nach Produkt;Gourmet;Trocken|Luftdicht;12;;;;;;;;;;Als Finish sparsam, nicht mitkochen;Trüffelöl (anders) oder Pilzpulver+Salz (Annäherung);STOFF-SAL-000025;Ultrarealistisches Foto von Trüffelsalz: Salzgranulat mit kleinen dunklen Trüffelpartikeln in kleiner Schale plus kleines Häufchen;" dezenter Hintergrund mit Küchen-/Pasta-Anmutung (unscharf, ohne Text), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Pfeffer|kein Etikett|kein Text|keine Hände|kein Trüffel ganz;Foto;;
STOFF-SAL-000026;Salz;Sodium chloride;Hickory-Rauchsalz;Hickory Smoked Salt;Active;USA;Rauchiger als viele Buchenrauchsalze, BBQ-typisch, als Finish oder Rub-Zutat.;Mineral;Meersalz|Siedesalz;Räucherung (Hickory);Granulat;rauchig|salzig;NaCl;BBQ|Burger|Eier;Sehr dominant, sparsam;;Trocken|Luftdicht;24;;;;;;;;;;Als Finish oder in Rubs, sparsam dosieren;Buchenrauchsalz (ähnlich) oder Rauchpaprika+Salz (Annäherung);STOFF-SAL-000026;Ultrarealistisches Foto von Hickory-Rauchsalz: leicht bräunliches Salzgranulat als Häufchen und in kleiner Schale;" dezent unscharfer Hintergrund mit Holz-/Räucher-Anmutung (Hickory), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein brauner Zucker|kein Etikett|kein Text|keine Hände|kein Fleisch;Foto;;
STOFF-SAL-000027;Salz;Sodium chloride;Zedernrauchsalz;Cedar Smoked Salt;Active;Nordamerika;Aromatisch-holzig, spezielles Rauchsalz für Wild, Pilze, Gemüse.;Mineral;Meersalz|Siedesalz;Räucherung (Zedernholz);Granulat;rauchig|holzig|salzig;NaCl;Wild|Pilze|Gemüse;Sehr dominant, sparsam;;Trocken|Luftdicht;24;;;;;;;;;;Als Finish, sparsam;Buchenrauchsalz (ähnlich) oder Rauchsalz allgemein;STOFF-SAL-000027;Ultrarealistisches Foto von Zedernrauchsalz: leicht bräunliches Salzgranulat als Häufchen und in kleiner Schale;" dezent unscharfer Hintergrund mit Zedernholz-/Räucher-Anmutung, Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Etikett|kein Text|keine Hände|kein Fleisch|keine Chips;Foto;;
STOFF-SAL-000028;Salz;Sodium chloride;Blausalz (Pakistan, Steinsalz, blau);Blue Rock Salt (Pakistan);Active;Pakistan > Salt Range;Seltenes blau schimmerndes Steinsalz (optischer Effekt), als Finishing/Optik.;Mineral;Steinsalz;Bergbau|Sortierung;Kristalle (grob) + Rohstein;salzig|mineralisch|mild;NaCl|Spurminerale;Finish|Fisch|Carpaccio;Keine;Gourmet|Rarität;Trocken;Unbegrenzt;;;;;;;;;;Als Finish sparsam, wegen Optik;Persisches Blausalz (ähnlich Optik) oder Steinsalz weiß (Standard);STOFF-SAL-000028;Ultrarealistisches Foto von blauem pakistanischem Steinsalz: grobe weiße Kristalle mit bläulichem Schimmer/Blauanteilen als Häufchen und in kleiner Schale;" zusätzlich ein roher Salzstein/Steinsalzbrocken sichtbar";" dezenter Hintergrund mit Fels-/Berg-Anmutung (Salt Range), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein künstlich gefärbtes Salz|kein Etikett|kein Text|keine Hände|keine Salzlampe;Foto;
STOFF-SAL-000029;Salz;Sodium chloride;Kala Namak (fein, gemahlen);Kala Namak (Fine);Active;Indien|Nepal;Feine Variante für schnelle Dosierung, stark schwefelig („Ei“), für vegane Anwendungen.;Mineral;Steinsalz (behandelt);Erhitzen|Mahlen;Pulver/fein;schwefelig|salzig|mineralisch;NaCl|Schwefelverbindungen;Vegan|Chaat|Dips;Sehr dominant, sparsam;;Trocken|Luftdicht;18;;;;;;;;;;Messerspitzenweise, am Ende zugeben;Kala Namak grob (gleich) oder Bambussalz (anders);STOFF-SAL-000029;Ultrarealistisches Foto von Kala Namak fein: graurosa feines Salz als Häufchen und in kleiner Schale;" zusätzlich ein kleiner roher Salzstein/Steinsalzbrocken (Rohstoff-Anmutung)";" dezenter Hintergrund mit indischer Markt-/Stein-Anmutung, Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Zucker|kein Etikett|kein Text|keine Hände|kein Ei/Tofu;Foto;
STOFF-SAL-000030;Salz;Sodium chloride;Falksalt (Schwedische Meersalzflocken);Swedish Sea Salt Flakes;Active;Schweden;Sehr leichte Flocken, sauberer Geschmack, als Finish beliebt.;Mineral;Meersalz;Verdunstung|Kristallisation;Flocken;knusprig|mild;NaCl;Finish|Fisch|Gemüse;Keine;Gourmet;Trocken|Luftdicht;Unbegrenzt;;;;;;;;;;Als Finish;Maldon (ähnlich) oder Fleur de Sel (zarter);STOFF-SAL-000030;Ultrarealistisches Foto von schwedischen Meersalzflocken: weiße leichte Flocken als Häufchen und in kleiner Schale;" dezenter Hintergrund mit nordischer Küsten-/Salinen-Anmutung, Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein rosa Salz|kein Steinbrocken|kein Etikett|kein Text|keine Hände;Foto;;
STOFF-SAL-000031;Salz;Sodium chloride;Isländisches Meersalzflocken;Icelandic Sea Salt Flakes;Active;Island;Sehr klare, knusprige Flocken, oft als „Nordic finishing salt“ gehandelt.;Mineral;Meersalz;Verdunstung|Kristallisation;Flocken;knusprig|mild;NaCl;Finish|Fisch|Gemüse;Keine;Gourmet;Trocken|Luftdicht;Unbegrenzt;;;;;;;;;;Als Finish;Maldon (ähnlich) oder Falksalt (ähnlich);STOFF-SAL-000031;Ultrarealistisches Foto von isländischen Meersalzflocken: helle weiße Flocken in kleiner Schale und als Häufchen;" dezenter Hintergrund mit kühler Küsten-/Basalt-Anmutung (Island), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein schwarzes Lavasteinsalz|kein Etikett|kein Text|keine Hände;Foto;;
STOFF-SAL-000032;Salz;Sodium chloride;Sizilianisches Meersalz (Trapani), grob;Sicilian Sea Salt (Coarse);Active;Italien > Trapani;Klassisches mediterranes Meersalz aus Sizilien, grob für Kochen und Salzkruste.;Mineral;Meersalz;Verdunstung;Grobkristalle;salzig|mineralisch|sauber;NaCl;Pasta|Kochen|Salzkruste;Keine;Regional;Trocken;Unbegrenzt;;;;;;;;;;Für Kochwasser und allgemeines Kochen;Meersalz grob (Standard) oder Sel gris (feuchter);STOFF-SAL-000032;Ultrarealistisches Foto von sizilianischem Meersalz grob: grobe weiße Kristalle als Häufchen und in kleiner Schale;" dezenter Hintergrund mit mediterraner Saline-/Küsten-Anmutung (Trapani), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Fleur de Sel|kein Etikett|kein Text|keine Hände|kein Pfeffer;Foto;;
STOFF-SAL-000033;Salz;Sodium chloride;Italienisches Meersalz (fein);Italian Fine Sea Salt;Active;Italien;Feines Alltags-Meersalz für Küche und Backen, schnell löslich.;Mineral;Meersalz;Verdunstung|Mahlen;Fein;salzig|sauber;NaCl;Kochen|Backen|Alltag;Keine;Standard;Trocken;Unbegrenzt;;;;;;;;;;Für Teig, Suppen, allgemeines Würzen;Siedesalz (ähnlich) oder Kosher Salt (andere Körnung);STOFF-SAL-000033;Ultrarealistisches Foto von italienischem feinem Meersalz: feines weißes Salz als Häufchen und in kleiner Schale;" dezenter Hintergrund mediterran (unscharf), Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Zucker|kein Etikett|kein Text|keine Hände|kein Pfeffer;Foto;;
STOFF-SAL-000034;Salz;Sodium chloride;Steinsalz (Alpen), grob;Alpine Rock Salt (Coarse);Active;Europa > Alpenraum;Steinsalz aus alpinen Lagerstätten, grob für Mühle/Kochen, mineralisch, sehr stabil.;Mineral;Steinsalz;Bergbau|Zerkleinerung;Kristalle (grob) + Rohstein;salzig|mineralisch;NaCl|Spurminerale;Mühle|Kochen|Grill;Keine;Regional;Trocken;Unbegrenzt;;;;;;;;;;Für Mühle oder Kochwasser;Weißes Steinsalz (Standard) oder Himalaya (rosa, andere Herkunft);STOFF-SAL-000034;Ultrarealistisches Foto von alpinem Steinsalz: grobe weiße Kristalle als Häufchen und in kleiner Schale;" zusätzlich ein roher Salzstein/Steinsalzbrocken sichtbar";" dezenter Hintergrund mit Alpen-Fels-Anmutung, Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein feines Tischsalz|kein Etikett|kein Text|keine Hände|keine Salzlampe;Foto;
STOFF-SAL-000035;Salz;Sodium chloride;Steinsalz (Alpen), fein;Alpine Rock Salt (Fine);Active;Europa > Alpenraum;Feiner gemahlenes alpines Steinsalz für Alltag, stabile Mineral-Note.;Mineral;Steinsalz;Bergbau|Mahlen;Fein;salzig|mineralisch;NaCl|Spurminerale;Kochen|Backen|Alltag;Keine;Regional;Trocken;Unbegrenzt;;;;;;;;;;Für Teige und Suppen;Siedesalz (neutraler) oder Meersalz fein (anders);STOFF-SAL-000035;Ultrarealistisches Foto von feinem alpinem Steinsalz: feines weißes Salz als Häufchen und in kleiner Schale;" zusätzlich ein kleiner roher Salzstein/Steinsalzbrocken am Bildrand sichtbar";" dezenter Hintergrund mit Alpen-Fels-Anmutung, Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein Zucker|kein Etikett|kein Text|keine Hände|kein Pfeffer;Foto;
STOFF-SAL-000036;Salz;Sodium chloride;Steinsalz (Norddeutschland), grob;German Rock Salt (Coarse);Active;Deutschland;Steinsalz aus deutschen Lagerstätten, neutral-mineralisch, robust für Mühle und Küche.;Mineral;Steinsalz;Bergbau|Zerkleinerung;Kristalle (grob) + Rohstein;salzig|mineralisch;NaCl;Mühle|Kochen|Grill;Keine;Standard|Regional;Trocken;Unbegrenzt;;;;;;;;;;Für Mühle oder Kochwasser;Weißes Steinsalz (ähnlich) oder Meersalz grob (anders);STOFF-SAL-000036;Ultrarealistisches Foto von deutschem Steinsalz grob: grobe weiße Kristalle als Häufchen und in kleiner Schale;" zusätzlich ein roher Salzstein/Steinsalzbrocken sichtbar";" dezenter Hintergrund mit Fels-/Bergwerks-Anmutung, Makro, 8k, natürlicher Lichtlook, 20% Weißrand/Padding, kein Text";kein feines Salz|kein Etikett|kein Text|keine Hände|keine Salzlampe;Foto;
