ID_Neu;Rezept_ID;Kategorie;EntityType;Name;Lateinischer Name/Typ;Region-Tags;Parent/Überbegriff;Stufe;Mix_Typ;Band-Refs;Priorität (1–5);Notizen;Preparation_Notes;Chemische Gruppe;Ingredient_List;Ingredient_Unit;Total_Weight;Cost_Estimate;Variant_Refs;Rezept_Version;Source_Type;Yield_Info;Author_Note;SensorikProfil;PhysikalischeForm;Has_Variants;Regulatorik;CITES;Cross-Refs;Illu_Path;Illu_Pfad;Has_Illu;Illu-PlH;Has_QR;QR-PlH;CITES/Regulatory;Datasheet-Status
HA_000062;;Harze/Hölzer;Varietät;Dammar;Canarium strictum;Afrika/Asien;Harz;2;;B22;3;hell, harzig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/dammar.png;;0;;0;;Kosmetik;Todo
HA_000063;;Harze/Hölzer;Stoff;Dammar;Shorea/Agathis spp. (Harz);"Indonesien; Malaysia";Dammar/Harz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/dammar.png;;0;;0;;—;Todo
HA_000064;;Harze/Hölzer;Varietät;Elemi;Canarium luzonicum;Philippinen;Elemi;2;;B22;2;zitronig, frisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/elemi.png;;0;;0;;Kosmetik;Todo
HA_000065;;Harze/Hölzer;Varietät;Elemi Manila;Canarium luzonicum;Philippinen;Harz;2;;B22;3;zitronig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/elemi-manila.png;;0;;0;;Kosmetik;Todo
HA_000066;;Harze/Hölzer;Stoff;Elemi Manila;Canarium luzonicum (Harz);Philippinen;Elemi/Harz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/elemi-manila.png;;0;;0;;—;Todo
HA_000067;;Harze/Hölzer;Stoff;Fichtenharz;Picea abies (Harz);"Alpen; Nordeuropa";Nadelharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/fichtenharz.png;;0;;0;;—;Todo
HA_000068;;Harze/Hölzer;Stoff;Galbanum Resinoid;Ferula galbaniflua (Resinoid);Iran;Harz/Resinoid;2;;B24;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/galbanum-resinoid.png;;0;;0;;—;Todo
HA_000069;;Harze/Hölzer;Stoff;Grapefruit-Holzchips (Citrus);Citrus × paradisi (Holzchips);Subtropen;Räucherholz (Aroma);2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/grapefruit-holzchips-citrus.png;;0;;0;;—;Todo
HA_000070;;Harze/Hölzer;Varietät;Guajakholz;Guaiacum sanctum;Karibik;Guajak;2;;B22;3;medizinisch, harzig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/guajakholz.png;;0;;0;;CITES;Todo
HA_000071;;Harze/Hölzer;Stoff;Guajakholz;Guaiacum officinale (Holz);"Karibik; N- Südamerika";Duftendes Holz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/guajakholz.png;;0;;0;;—;Todo
HA_000072;;Harze/Hölzer;Varietät;Guggul;Commiphora mukul;Indien;Harz;2;;B22;3;würzig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/guggul.png;;0;;0;;Ayurveda;Todo
HA_000073;;Harze/Hölzer;Stoff;Gummiarabikum (als Räucherstoff);Acacia senegal / A. seyal (Gummi arabicum);"Sahel; Sudan; Tschad; Nigeria";Gummi/Harz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/gummiarabikum-als-raeucherstoff.png;;0;;0;;—;Todo
HA_000074;;Harze/Hölzer;Extrakt;Hyazinthen-Absolue;Hyacinthus orientalis absolue;Europa;Absolue;2;;B22;2;grün, blumig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/hyazinthen-absolue.png;;0;;0;;Parfum;Todo
HA_000075;;Harze/Hölzer;Stoff;Juniperus phoenicea Harz;Juniperus phoenicea (Harz);Mittelmeer;Wacholderharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/juniperus-phoenicea-harz.png;;0;;0;;—;Todo
HA_000076;;Harze/Hölzer;Stoff;Labdanum Absolue;Cistus ladaniferus (Absolue);"Spanien; Marokko";Harz/Absolue;2;;B24;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/labdanum-absolue.png;;0;;0;;—;Todo
HA_000077;;Harze/Hölzer;Varietät;Ladanum;Cistus ladaniferus (Gum);Mittelmeer;Ladanum;2;;B22;3;ledern, warm;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/ladanum.png;;0;;0;;Kosmetik/Religiös;Todo
HA_000078;;Harze/Hölzer;Stoff;Lärchenharz;Larix decidua (Harz);Alpen;Nadelharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/laerchenharz.png;;0;;0;;—;Todo
HA_000079;;Harze/Hölzer;Stoff;Larix sibirica Harz;Larix sibirica (Harz);Sibirien;Nadelharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/larix-sibirica-harz.png;;0;;0;;—;Todo
HA_000080;;Harze/Hölzer;Extrakt;Lilien-Absolue;Lilium candidum absolue;Europa;Absolue;2;;B22;2;weißblumig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/lilien-absolue.png;;0;;0;;Parfum;Todo
HA_000081;;Harze/Hölzer;Stoff;Liquidambar orientalis;Liquidambar orientalis (Harz);Türkei;Storax (Levant);2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/liquidambar-orientalis.png;;0;;0;;—;Todo
HA_000082;;Harze/Hölzer;Stoff;Liquidambar styraciflua;Liquidambar styraciflua (Harz);Amerika;Storax;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/liquidambar-styraciflua.png;;0;;0;;—;Todo
HA_000083;;Harze/Hölzer;Extrakt;Lotus Absolue;Nelumbo nucifera absolue;Asien;Blütenabsolue;2;;B22;3;aquatisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/lotus-absolue.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000084;;Harze/Hölzer;Stoff;Mastix (Chios);Pistacia lentiscus var. chia (Harz);"Chios; Griechenland";Mastix/Harz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/mastix-chios.png;;0;;0;;—;Todo
HA_000085;;Harze/Hölzer;Extrakt;Mimose Absolue;Acacia dealbata absolue;Frankreich;Blütenabsolue;2;;B22;3;pudrig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/mimose-absolue.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000086;;Harze/Hölzer;Stoff;Myrrhe (Echte);Commiphora myrrha;"Somalia; Äthiopien";Myrrhe;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/myrrhe-echte.png;;0;;0;;—;Todo
HA_000087;;Harze/Hölzer;Extrakt;Myrrhenöl;Commiphora myrrha (EO);Arabien;Räucheröl;2;;B22;4;würzig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/myrrhenoel.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000088;;Harze/Hölzer;Extrakt;Narzis Absolue;Narcissus poeticus absolue;Europa;Blütenabsolue;2;;B22;2;intensiv;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/narzis-absolue.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000089;;Harze/Hölzer;Extrakt;Neroli (Orangenblüte);Citrus aurantium (Neroli);Mittelmeer;Absolue;2;;B22;4;frisch, floral;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/neroli-orangenbluete.png;;0;;0;;Parfum;Todo
HA_000090;;Harze/Hölzer;Varietät;Olibanum Äthiopien;Boswellia papyrifera;Äthiopien;Weihrauch;2;;B22;4;zitrus, harzig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/olibanum-aethiopien.png;;0;;0;;Kult/Religiös;Todo
HA_000091;;Harze/Hölzer;Varietät;Olibanum Somalia;Boswellia frereana;Somalia;Weihrauch;2;;B22;4;mild, frisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/olibanum-somalia.png;;0;;0;;Kult/Religiös;Todo
HA_000092;;Harze/Hölzer;Varietät;Omumbiri;Commiphora wildii;Namibia;Myrrhe;2;;B22;3;warm;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/omumbiri.png;;0;;0;;Tradition;Todo
HA_000093;;Harze/Hölzer;Stoff;Opoponax (Süßmyrrhe);Commiphora guidottii;"Somalia; Äthiopien";Myrrhe/Opoponax;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/opoponax-suessmyrrhe.png;;0;;0;;—;Todo
HA_000094;;Harze/Hölzer;Stoff;Opoponax Absolue;Commiphora erythraea/opoponax (Absolue);Horn von Afrika;Harz/Absolue;2;;B24;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/opoponax-absolue.png;;0;;0;;—;Todo
HA_000095;;Harze/Hölzer;Stoff;Palo Santo (Bulnesia sarmientoi, hist. Verwechslung);Bulnesia sarmientoi (Guajak-Balsamholz);"Gran Chaco; Südamerika";Heiliges Holz (Hinweis Art);2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/palo-santo-bulnesia-sarmientoi-hist-verwechslung.png;;0;;0;;Agar/Sandalholz teils CITES-gelistet;Todo
HA_000096;;Harze/Hölzer;Stoff;Palo Santo (Bursera graveolens);Bursera graveolens (Holz);"Peru; Ecuador";Heiliges Holz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/palo-santo-bursera-graveolens.png;;0;;0;;Agar/Sandalholz teils CITES-gelistet;Todo
HA_000097;;Harze/Hölzer;Extrakt;Patchouliöl;Pogostemon cablin (EO);Indonesien;Räucheröl;2;;B22;3;erdig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/patchoulioel.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000098;;Harze/Hölzer;Varietät;Perubalsam;Myroxylon balsamum var. pereirae;El Salvador;Balsam;2;;B22;3;süß, vanillig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/perubalsam.png;;0;;0;;LM/Kosmetik;Todo
HA_000099;;Harze/Hölzer;Stoff;Pinus nigra Harz;Pinus nigra (Harz);Europa;Nadelharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/pinus-nigra-harz.png;;0;;0;;—;Todo
HA_000100;;Harze/Hölzer;Stoff;Pistacia atlantica;Pistacia atlantica (Harz);Nahost;Terpentinharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/pistacia-atlantica.png;;0;;0;;—;Todo
HA_000101;;Harze/Hölzer;Stoff;Pistacia terebinthus;Pistacia terebinthus (Harz);Mittelmeer;Terpentinharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/pistacia-terebinthus.png;;0;;0;;—;Todo
HA_000102;;Harze/Hölzer;Stoff;Propolis (Tinktur/Harz);Harz-Bienenprodukt (Phenole/Flavonoide);Global;Bienenprodukt/Harz;2;;B25;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/propolis-tinktur-harz.png;;0;;0;;—;Todo
HA_000103;;Harze/Hölzer;Stoff;Rosaholz (Aniba rosaeodora);Aniba rosaeodora (Rosewood);"Amazonas; Brasilien";Heiliges/duftendes Holz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/rosaholz-aniba-rosaeodora.png;;0;;0;;Agar/Sandalholz teils CITES-gelistet;Todo
HA_000104;;Harze/Hölzer;Stoff;Sandarak;Tetraclinis articulata (Harz);"Marokko; Algerien; Tunesien";Harz (Zypressengewächs);2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/sandarak.png;;0;;0;;—;Todo
HA_000105;;Harze/Hölzer;Varietät;Sandelholz (Australian);Santalum spicatum;Australien;Sandelholz;2;;B22;3;erdig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/sandelholz-australian.png;;0;;0;;CITES;Todo
HA_000106;;Harze/Hölzer;Varietät;Sandelholz (Indian);Santalum album;Indien;Sandelholz;2;;B22;4;balsamisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/sandelholz-indian.png;;0;;0;;CITES;Todo
HA_000107;;Harze/Hölzer;Stoff;Sandelholz – Santalum album;Santalum album (Sandelholz);Indien;Heiliges Holz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/sandelholz-santalum-album.png;;0;;0;;Agar/Sandalholz teils CITES-gelistet;Todo
HA_000108;;Harze/Hölzer;Stoff;Sandelholz – Santalum austrocaledonicum;Santalum austrocaledonicum;"Neukaledonien; Vanuatu";Heiliges Holz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/sandelholz-santalum-austrocaledonicum.png;;0;;0;;Agar/Sandalholz teils CITES-gelistet;Todo
HA_000109;;Harze/Hölzer;Stoff;Sandelholz – Santalum spicatum;Santalum spicatum (Sandelholz);Australien (WA);Heiliges Holz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/sandelholz-santalum-spicatum.png;;0;;0;;Agar/Sandalholz teils CITES-gelistet;Todo
HA_000110;;Harze/Hölzer;Stoff;Sandelholzspäne (allg.);Santalum spp. (Holzspäne);"Indien; Australien; Pazifik";Duftendes Holz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/sandelholzspaene-allg.png;;0;;0;;—;Todo
HA_000111;;Harze/Hölzer;Stoff;Shellac (Lebensmittelglasur E904);Kerria lacca (Harz);"Indien; Südostasien";Insektenharz/Überzug;2;;B25;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/shellac-lebensmittelglasur-e904.png;;0;;0;;—;Todo
HA_000112;;Harze/Hölzer;Stoff;Shorea robusta Harz;Shorea robusta (Harz);Indien;Dammar;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/shorea-robusta-harz.png;;0;;0;;—;Todo
HA_000113;;Harze/Hölzer;Stoff;Sibirisches Lärchenharz;Larix sibirica (Harz);Sibirien;Nadelharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/sibirisches-laerchenharz.png;;0;;0;;—;Todo
HA_000114;;Harze/Hölzer;Varietät;Storax;Liquidambar orientalis;Türkei;Storax;2;;B22;3;balsamisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/storax.png;;0;;0;;LM/Kosmetik;Todo
HA_000115;;Harze/Hölzer;Varietät;Storax Siam;Styrax tonkinensis;Südostasien;Harz;2;;B22;3;balsamisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/storax-siam.png;;0;;0;;Kosmetik;Todo
HA_000116;;Harze/Hölzer;Stoff;Styrax benzoin Siam;Styrax tonkinensis (Harz);Laos/Thailand;Benzoe Siam;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/styrax-benzoin-siam.png;;0;;0;;—;Todo
HA_000117;;Harze/Hölzer;Stoff;Styrax benzoin Sumatra;Styrax benzoin (Harz);Indonesien;Benzoe Sumatra;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/styrax-benzoin-sumatra.png;;0;;0;;—;Todo
HA_000118;;Harze/Hölzer;Extrakt;Styraxöl;Liquidambar orientalis (EO);Türkei;Räucheröl;2;;B22;2;balsamisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/styraxoel.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000119;;Harze/Hölzer;Stoff;Tetraclinis articulata;Tetraclinis articulata (Harz);Maghreb;Sandarak;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/tetraclinis-articulata.png;;0;;0;;—;Todo
HA_000120;;Harze/Hölzer;Extrakt;Tiaré-Absolue;Gardenia tahitensis absolue;Polynesien;Absolue;2;;B22;2;süß;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/tiare-absolue.png;;0;;0;;Parfum;Todo
HA_000121;;Harze/Hölzer;Stoff;Tolu Balsam Absolue;Myroxylon balsamum var. balsamum (Absolue);Südamerika;Balsam/Absolue;2;;B24;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/tolu-balsam-absolue.png;;0;;0;;—;Todo
HA_000122;;Harze/Hölzer;Varietät;Tolubalsam;Myroxylon balsamum var. balsamum;Südamerika;Balsam;2;;B22;3;warm;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/tolubalsam.png;;0;;0;;LM/Kosmetik;Todo
HA_000123;;Harze/Hölzer;Extrakt;Tuberose Absolue;Polianthes tuberosa absolue;Indien;Blütenabsolue;2;;B22;3;süß, schwer;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/tuberose-absolue.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000124;;Harze/Hölzer;Extrakt;Veilchen Absolue;Viola odorata absolue;Europa;Blütenabsolue;2;;B22;3;erdig, blumig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/veilchen-absolue.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000125;;Harze/Hölzer;Extrakt;Vetiveröl;Vetiveria zizanoides (EO);Indien;Räucheröl;2;;B22;3;wurzelig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/vetiveroel.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000126;;Harze/Hölzer;Stoff;Wacholderholz;Juniperus communis (Holz);"Europa; Nordasien";Räucherholz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/wacholderholz.png;;0;;0;;—;Todo
HA_000127;;Harze/Hölzer;Stoff;Weihrauch – Boswellia frereana (Maydi);Boswellia frereana;Somalia (Puntland);Weihrauch/Olibanum;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauch-boswellia-frereana-maydi.png;;0;;0;;—;Todo
HA_000128;;Harze/Hölzer;Stoff;Weihrauch – Boswellia neglecta;Boswellia neglecta;"Kenya; Tansania; Äthiopien";Weihrauch/Olibanum;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauch-boswellia-neglecta.png;;0;;0;;—;Todo
HA_000129;;Harze/Hölzer;Stoff;Weihrauch – Boswellia papyrifera;Boswellia papyrifera;"Äthiopien; Eritrea; Sudan";Weihrauch/Olibanum;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauch-boswellia-papyrifera.png;;0;;0;;—;Todo
HA_000130;;Harze/Hölzer;Stoff;Weihrauch – Boswellia rivae;Boswellia rivae;"Äthiopien; Somalia; Kenia";Weihrauch/Olibanum;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauch-boswellia-rivae.png;;0;;0;;—;Todo
HA_000131;;Harze/Hölzer;Stoff;Weihrauch – Boswellia sacra (Somaliland/Arabische Halbinsel);Boswellia sacra;"Somaliland; Oman; Jemen";Weihrauch/Olibanum;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauch-boswellia-sacra-somaliland-arabische-halbinsel.png;;0;;0;;—;Todo
HA_000132;;Harze/Hölzer;Extrakt;Weihrauch-Ätherisches Öl;Olibanum aetheroleum (steam);"Oman; Somalia; Indien";Weihrauch (spp.);2;;B21/B22;3;kopf-herz, zitrus-balsamisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauch-aetherisches-oel.png;;0;;0;;Kosmetik/LM je Land;Todo
HA_000133;;Harze/Hölzer;Handelsprodukt;Weihrauch-Hydrolat;Olibanum hydrosol;global;Weihrauch (spp.);2;;B22;2;mild, frisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauch-hydrolat.png;;0;;0;;Kosmetik;Todo
HA_000134;;Harze/Hölzer;Extrakt;Weihrauch-Resinoid (Alkohol);Olibanum resinoid (EtOH);global;Weihrauch (spp.);2;;B22;3;wärmer, basiger;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauch-resinoid-alkohol.png;;0;;0;;Kosmetik/Reg je Land;Todo
HA_000135;;Harze/Hölzer;Extrakt;Weihrauchöl;Boswellia carterii (EO);Oman;Räucheröl;2;;B22;4;harzig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/weihrauchoel.png;;0;;0;;Kosmetik/Parfum;Todo
HA_000136;;Harze/Hölzer;Extrakt;Ylang-Ylang Öl;Cananga odorata (EO);Indonesien;Blüte;2;;B22;4;exotisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/ylang-ylang-oel.png;;0;;0;;Kosmetik/LM;Todo
HA_000137;;Harze/Hölzer;Stoff;Zeder/Salbei-Bündel (Holz + Kraut);Cedrus + Salvia apiana;Nordamerika (kult.);Smudge-Bündel;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/zeder-salbei-buendel-holz-kraut.png;;0;;0;;—;Todo
HA_000138;;Harze/Hölzer;Stoff;Zedernharz Atlas;Cedrus atlantica (Harz);"Marokko; Algerien";Nadelharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/zedernharz-atlas.png;;0;;0;;—;Todo
HA_000139;;Harze/Hölzer;Stoff;Zedernharz Sibirisch;Pinus sibirica (Harz);Sibirien;Nadelharz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/zedernharz-sibirisch.png;;0;;0;;—;Todo
HA_000140;;Harze/Hölzer;Stoff;Zedernholz (Atlas);Cedrus atlantica (Holz);"Marokko; Algerien";Räucherholz;2;;B21;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/zedernholz-atlas.png;;0;;0;;—;Todo
HA_000141;;Harze/Hölzer;Varietät;Zedernholz Atlas;Cedrus atlantica;Marokko;Zeder;2;;B22;3;warm, trocken;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/harze_hoelzer/zedernholz-atlas.png;;0;;0;;LM/Kosmetik;Todo
