Rezept_ID;Parent_Name;Detail_ID;Variant_Name;Ingredient_List;Ingredient_Unit;Total_Weight;Preparation_Notes;SensorikProfil;PhysikalischeForm;Mix_Typ;Region_Tag;Source;Status;Cost_Estimate;Yield_Info;Rezept_Version;Source_Type;Author_Note;Illu_Path;Illu_Variant_Path;Parent_ID_Neu;Parent_Mix
ME_000131-ORG-1;Doenjang (Sojabohnenpaste);ORG-1;🟩;Sojabohnen|70|70||Salz|10|10||Wasser|20|20;g|%;100;"Sojabohnen fermentieren (2 Monate mit Bacillus subtilis); klassische Koreanische Paste.";S5;P2;M5;Korea;Korean Culinary Institute – Doenjang Traditional;aktiv;6;Primärquelle;;🟩 fundiert;;;;ME_000131;
ME_000132-ORG-1;Doubanjiang (Pixian);ORG-1;🟩;Sojabohnen|40|40||Breitbohnen|30|30||Chili|20|20||Salz|10|10;g|%;100;"Fermentierte Bohnenpaste mit Chili; mind. 6 Monate gereift.";S4;P2;M5;China;Sichuan Gourmet Institute – Doubanjiang Pixian;aktiv;6;Primärquelle;;🟩 fundiert;;;;ME_000132;
ME_000133-ORG-1;Dulce de Leche;ORG-1;🟩;Milch|80|80||Zucker|20|20;g|%;100;"Langsam köcheln bis karamellisiert; Creme für Desserts.";S2;P2;M4;Argentinien;Serious Eats – Dulce de Leche Original;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000133;
ME_000134-ORG-1;Dunkle Milchschokolade;ORG-1;🟩;Kakaomasse|50|50||Kakaobutter|20|20||Milchpulver|15|15||Zucker|15|15;g|%;100;"Zutaten walzen und temperieren; klassische Schokoladenbasis.";S2;P2;M4;Global;Lindt Archive – Milk Dark Chocolate Process;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000134;
ME_000135-ORG-1;Duqqa (Haselnuss-Sesam);ORG-1;🟩 Levant (nussig-kräutrig);Haselnuss 28 %, Sesam 28 %, Koriander 16 %, Kreuzkümmel 10 %, Thymian 8 %, Sumach 6 %, Salz 2 %, Pfeffer 2 %;%;100 %;Mit Thymian & Sumach.;S5;P1;M1;Levant;Variants_v2;aktiv;—;—;;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/duqqa-haselnuss-sesam.png;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/duqqa-haselnuss-sesam__levant-nussig-kraeutrig.png;ME_000135;
ME_000136-ORG-1;Duqqa (Mandel-Nuss-Mix);ORG-1;🟩;Mandeln geröstet|30|30||Haselnüsse|30|30||Sesam|20|20||Kreuzkümmel|10|10||Koriander|10|10;g|%;100;Geröstete Nüsse und Gewürze mahlen und mischen.;S5;P1;M1;Ägypten;The Mediterranean Dish – Dukkah Recipe;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000136;
ME_000137-ORG-1;Durian;ORG-1;🟩;Durian-Fruchtfleisch|100|100;g|%;100;Reifes Fruchtfleisch pur oder tiefgekühlt verwenden.;S5;P2;M4;Asien;USDA – Durian Fruit Composition;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000137;
ME_000138-ORG-1;Durian (Mon Thong Var.);ORG-1;🟩;Durian (Mon Thong)|100|100;g|%;100;Besonders süße und feste Variante für Desserts.;S2;P2;M4;Thailand;Thai Agricultural Standards – Durian Mon Thong;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000138;
ME_000139-ORG-1;Elemi in Jojoba;ORG-1;🟩;Elemi-Harz|10|10||Jojobaöl|90|90;g|%;100;"Harz sanft erwärmen, in Jojobaöl lösen; fixativer Duftstoff.";S3;P3;M8;Philippinen;IFRA – Elemi Resinoid Profile;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000139;
ME_000140-ORG-1;Erythrit;ORG-1;🟩;Erythrit (nat. Zuckeralkohol)|100|100;g|%;100;Kalorienfreier Süßstoff mit 80 % Süßkraft von Zucker.;S2;P1;M12;Global;FDA GRAS Notice – Erythritol Natural Sweetener;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000140;
ME_000141-ORG-1;Ethiopia Church Spice;ORG-1;🟩;Zimt|20|20||Kardamom|15|15||Nelken|10|10||Koriander|15|15||Muskat|10|10||Ingwer|10|10||Bockshornklee|5|5||Kreuzkümmel|5|5||Langpfeffer|5|5||Räucherharz (Opopanax)|5|5;g|%;100;"Gewürze mahlen & mischen; traditionelle äthiopische Kirchenduft- und Kochmischung.";S4;P1;M10;Äthiopien;Abyssinian Heritage Journal – Ethiopian Church Incense Blend;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000141;
ME_000142-ORG-1;Ethylbutyrat (Ananasaroma);ORG-1;🟩;Ethylbutyrat (nat. Aroma)|100|100;g|%;100;"Fruchtiges Esteraroma (Ananasnote); in Parfüm & Food-Flavoring.";S2;P3;M11;Global;PubChem / FEMA 2427 – Ethyl Butyrate Profile;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000142;
ME_000143-ORG-1;Ethylvanillin;ORG-1;🟩;Ethylvanillin (Aromastoff)|100|100;g|%;100;Synthetischer Vanilleersatz mit 3× Vanillinintensität.;S2;P1;M12;Global;IFRA / FEMA 2464 – Ethylvanillin;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000143;
ME_000144-ORG-1;Eugenol;ORG-1;🟩;Eugenol (aus Nelkenöl)|100|100;g|%;100;"Phenolisches Aromaöl aus Nelken; warm-würzig; parfümerisch & kulinarisch.";S3;P3;M11;Global;IFRA Substance Library – Eugenol Natural;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000144;
ME_000145-ORG-1;Fermentierte Chili;ORG-1;🟩;Chili|60|60||Knoblauch|10|10||Zucker|10|10||Salz|10|10||Wasser|10|10;g|%;100;"Alles pürieren und 10 Tage fermentieren; kühl lagern.";S4;P2;M5;Asien;Fermentation Handbook – Chili Paste Base;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000145;
ME_000146-ORG-1;Fermentierter Knoblauch;ORG-1;🟩;Knoblauch|100|100;g|%;100;Knoblauch 3 Wochen bei 60 °C fermentieren → Black Garlic.;S5;P2;M5;Korea;Korean Food Science – Black Garlic Process;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000146;
ME_000147-ORG-1;Fermentierter Pfeffer;ORG-1;🟩;Grüner Pfeffer (frisch)|70|70||Salzlake|30|30;g|%;100;Grünen Pfeffer in Salzlake 4–6 Wochen fermentieren.;S5;P2;M5;Kambodscha;Kampot Pepper Association – Fermented Pepper Method;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000147;
ME_000148-ORG-1;Fernet (div. Marken);ORG-1;🟩;Weinbrandbasis|70|70||Enzian|10|10||Myrrhe|5|5||Kamille|5|5||Aloë|5|5||Safran|5|5;g|%;100;"Kräuter 10 Tage mazerieren, filtrieren; aromatischer Bitterlikör.";S3;P3;M7;Italien;Fernet Branca Historical Records / Difford’s Guide;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000148;
ME_000149-ORG-1;Fernet Branca;ORG-1;🟩;Weinbrand (Alkohol 40 %)|70|70||Kräuterauszug (Geheimmischung > 30 Pflanzen)|30|30;g|%;100;"Ansatz nach Originalrezept (1845); Bitterlikör mit Myrrhe, Enzian, Kamille.";S3;P3;M7;Italien;Branca Distillerie Milano – Fernet Branca Originale;aktiv;6;Primärquelle;;🟩 fundiert;;;;ME_000149;
ME_000150-ORG-1;Feta;ORG-1;🟩;Schafmilch|90|90||Salz|2|2||Lab|0.02|0.02||Kulturen|0.05|0.05||Wasserverlust|7.93|7.93;g|%;100;Käsebruch formen, in Salzlake reifen (mind. 2 Monate).;S5;P5;M5;Griechenland;PDO – Feta Cheese EU Spec.;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000150;
ME_000151-ORG-1;Fines Herbes;ORG-1;🟩;Petersilie|25|25||Kerbel|25|25||Schnittlauch|25|25||Estragon|25|25;g|%;100;Fein hacken, mischen, sofort verwenden.;S5;P1;M4;Frankreich;Larousse Gastronomique – Fines Herbes Blend;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000151;
ME_000152-ORG-1;Fischsauce (Nam Pla);ORG-1;🟩;Fische (z. B. Sardellen)|80|80||Salz|20|20;g|%;100;"Zutaten schichten, 12 Monate fermentieren; filtrieren.";S5;P3;M5;Thailand;Thai Industrial Standards – Nam Pla;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000152;
ME_000153-ORG-1;Gammel Dansk;ORG-1;🟩;Weinbrand|70|70||Kräuterextrakt (Geheim 29 Pflanzen)|30|30;g|%;100;Mazeration der Kräuter in Alkohol, süßen & filtrieren.;S3;P3;M7;Dänemark;Gammel Dansk – Danish Bitter Historical Spec.;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000153;
ME_000154-ORG-1;Garam Masala;ORG-1;🟩 Nordindisch (klassisch);Kreuzkümmel 25 %, Koriander 20 %, Schwarzer Kardamom 10 %, Zimt 10 %, Nelke 8 %, Pfeffer 8 %, Muskat 5 %, Lorbeer 3 %, Fenchel 3 %, Sternanis 2 %, Chili 6 %;%;100 %;Trockenröstung, fein mahlen.;S4;P1;M1;Nordindien;Variants_v2;aktiv;—;—;;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/garam-masala.png;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/garam-masala__nordindisch-klassisch.png;ME_000154;
ME_000155-ORG-1;Garum (hist.);ORG-1;🟩;Fischabfälle|50|50||Salz|25|25||Kräuter|10|10||Wasser|15|15;g|%;100;"Zutaten schichten, 2 Monate in der Sonne fermentieren; filtrieren.";S5;P3;M5;Römisches Reich;De re coquinaria – Garum Preparation;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000155;
ME_000156-ORG-1;Gellan;ORG-1;🟩;Gellan Gum (E418)|100|100;g|%;100;Gelbildner für Molekularküche & Patisserie.;S5;P4;M12;Global;FAO / WHO JECFA – Gellan Gum Monograph;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000156;
ME_000157-ORG-1;Geraniol;ORG-1;🟩;Geraniol (nat. Monoterpen)|100|100;g|%;100;"Hauptaromastoff von Geranienöl; parfümerisch & kulinarisch.";S3;P3;M11;Global;IFRA / FEMA 2507 – Geraniol;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000157;
ME_000158-ORG-1;Gerste;ORG-1;🟩;Gerste (körnig, geschält)|100|100;g|%;100;Getreidebasis für Brauerei, Malz & Suppen.;S5;P1;M4;Europa;USDA – Barley Grain Composition;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000158;
ME_000159-ORG-1;Ghee (Butterschmalz);ORG-1;🟩;Butter|100|100;g|%;100;"Butter langsam erhitzen, Wasser & Milcheiweiß abschäumen; klarer Butterschmalz.";S5;P3;M3;Indien;Ayurvedic Cooking – Ghee Preparation;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000159;
ME_000160-ORG-1;Gianduja-Blend;ORG-1;🟩;Haselnüsse (geröstet)|30|30||Kakaomasse|30|30||Zucker|25|25||Kakaobutter|10|10||Milchpulver|5|5;g|%;100;"Zutaten fein mahlen, conchieren; Creme oder Riegelbasis.";S2;P2;M4;Italien;Ferrero Archives – Gianduja Original Blend;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000160;
ME_000161-ORG-1;Gin Botanical – Classic Dry;ORG-1;🟩;Wacholder|40|40||Koriandersamen|20|20||Zitronenschale|10|10||Angelika|10|10||Orriswurzel|10|10||Kardamom|5|5||Pfeffer|5|5;g|%;100;Botanicals 24 h mazerieren, destillieren in Neutralalkohol.;S3;P3;M7;UK;Difford’s Guide – Classic Dry Gin Formula;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000161;
ME_000162-ORG-1;Gin Botanical – Citrus Blend;ORG-1;🟩;Wacholder|30|30||Koriandersamen|15|15||Zitronenschale|15|15||Orangenschale|10|10||Grapefruit|10|10||Kardamom|10|10||Pfeffer|10|10;g|%;100;"Zitrusdominante Variante; 24 h mazerieren, anschließend destillieren.";S3;P3;M7;UK;Gin Foundry – Citrus Botanical Profiles;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000162;
ME_000163-ORG-1;Gin Botanical – Floral Blend;ORG-1;🟩;Wacholder|25|25||Koriandersamen|15|15||Lavendel|10|10||Rosenblätter|10|10||Kardamom|10|10||Orriswurzel|10|10||Zitronenschale|10|10||Pfeffer|10|10;g|%;100;"Floraler Gin-Ansatz; kalt mazerieren, destillieren, filtrieren.";S2;P3;M7;Europa;The Spirits Business – Floral Gin Trends;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000163;
ME_000164-ORG-1;Gin Botanical – Spiced Blend;ORG-1;🟩;Wacholder|30|30||Koriandersamen|20|20||Zimt|10|10||Kardamom|10|10||Muskat|10|10||Nelken|10|10||Pfeffer|10|10;g|%;100;"Würziger Gin mit warmen Gewürznoten; 36 h Mazeration.";S4;P3;M7;Europa;Craft Distilling Manual – Spiced Gin;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000164;
ME_000165-ORG-1;Gin-Botanicals Classic Kit;ORG-1;🟩;Wacholder|35|35||Koriandersamen|15|15||Zitronenschale|10|10||Pfeffer|10|10||Kardamom|10|10||Zimt|10|10||Angelika|10|10;g|%;100;Trockene Botanical-Mischung zur individuellen Gin-Destillation.;S3;P1;M7;UK;The Craft Gin Club – Classic Botanical Set;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000165;
ME_000166-ORG-1;Ginger Beer (traditional);ORG-1;🟩;Ingwer frisch|20|20||Zucker|10|10||Zitronensaft|5|5||Wasser|60|60||Hefe|5|5;g|%;100;Alle Zutaten mischen, 2 Tage fermentieren, filtrieren, kühlen.;S1;P3;M5;UK;BBC Food – Traditional Ginger Beer;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000166;
ME_000167-ORG-1;Gochujang;ORG-1;🟩 Gochujang (klassisch);Reismehl 30 %, Wasser 30 %, Meju (fermentierte Sojabohnen) 15 %, Gochugaru 15 %, Malzsirup 8 %, Salz 2 %;%;100 %;Reismehl mit Wasser aufkochen, abkühlen. Meju & Sirup einrühren, Gochugaru zuletzt. 30–40 Tage bei ~25 °C fermentieren, gelegentlich umrühren.;S4;P2;M5;Korea;W3_HotSauces;aktiv;—;—;;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/gochujang.png;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/gochujang__gochujang-klassisch.png;ME_000167;
ME_000168-ORG-1;Gochujang (fermentiert);ORG-1;🟩;Klebreismehl|40|40||Chilipulver (Gochugaru)|20|20||Fermentierte Sojabohnen (Meju-Pulver)|20|20||Reissirup|10|10||Salz|10|10;g|%;100;"Alle Zutaten vermengen; 4 Wochen fermentieren; kühl lagern.";S4;P2;M5;Korea;Korean Food Institute – Gochujang Traditional Method;aktiv;6;Primärquelle;;🟩 fundiert;;;;ME_000168;
ME_000169-ORG-1;Gose;ORG-1;🟩;Gerstenmalz|60|60||Weizenmalz|30|30||Koriander|5|5||Salz|5|5;g|%;100;"Obergäriges Bier mit Koriander & Salz; leicht säuerlich vergoren.";S1;P3;M5;Deutschland;BJCP – Gose Style Guide;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000169;
ME_000170-ORG-1;Grappa;ORG-1;🟩;Traubentrester (vergoren)|100|100;g|%;100;"Destillation des Tresters; klare Spirituose; 38–45 Vol-%.";S3;P3;M7;Italien;Istituto Nazionale Grappa – Produktionsleitfaden;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000170;
ME_000171-ORG-1;Griechischer Athon-Räucherduft;ORG-1;🟩;Weihrauch|40|40||Myrrhe|20|20||Styrax|10|10||Rosenöl|10|10||Zimt|10|10||Nelken|10|10;g|%;100;"Harze und Öle verkneten, trocknen; liturgische Räuchermischung.";S2;P4;M10;Griechenland;Monastic Archives Athos – Incense Blend;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000171;
ME_000172-ORG-1;Griechischer Kirchenwein;ORG-1;🟩;Traubenmost|90|90||Rosinen|5|5||Gewürze (Zimt, Nelken)|5|5;g|%;100;"Most vergären, mit Gewürzen ausbauen; süßer Kommunionswein.";S2;P3;M7;Griechenland;Greek Orthodox Wine Tradition – Communion Wines;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000172;
ME_000173-ORG-1;Grillenmehl;ORG-1;🟩;Grillen (Acheta domesticus, getr.)|100|100;g|%;100;Insektenmehl für Proteinriegel & Backwaren.;S5;P1;M9;Europa;EFSA Novel Food Catalogue – Cricket Powder;aktiv;6;Primärquelle;;🟩 fundiert;;;;ME_000173;
ME_000174-ORG-1;Gruyère;ORG-1;🟩;Kuhmilch|90|90||Lab|0.02|0.02||Salz|2|2||Kulturen|0.05|0.05||Wasserverlust|7.93|7.93;g|%;100;Hartkäse 5–12 Monate gereift, kräftig aromatisch.;S5;P5;M5;Schweiz;AOP – Gruyère Switzerland Specifications;aktiv;6;Primärquelle;;🟩 fundiert;;;;ME_000174;
ME_000175-ORG-1;Guajak & Benzoe;ORG-1;🟩;Guajakharz|60|60||Benzoe Siam|30|30||Weihrauch|10|10;g|%;100;Harze mischen, leicht erwärmen, für Räucherzwecke verwenden.;S2;P4;M10;Karibik/Asien;IFRA – Guaiacum & Benzoin Resin Data;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000175;
ME_000176-ORG-1;Guanábana;ORG-1;🟩;Guanábana-Fruchtmark|100|100;g|%;100;"Fruchtmark für Säfte & Desserts; aromatisch süß-säuerlich.";S1;P2;M4;Karibik;FAO – Soursop (Guanabana) Data;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000176;
ME_000177-ORG-1;Guarkernmehl;ORG-1;🟩;Guarkernmehl (E412)|100|100;g|%;100;"Verdickungsmittel pflanzlichen Ursprungs; Molekularküche.";S5;P4;M12;Indien;FAO / JECFA – Guar Gum Specification;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000177;
ME_000178-ORG-1;Guave;ORG-1;🟩;Guave (Fruchtfleisch)|100|100;g|%;100;Frisch oder püriert in Säften, Sorbets und Chutneys.;S1;P2;M4;Global;USDA – Guava Fruit Data;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000178;
ME_000179-ORG-1;Gulf Amber Blend;ORG-1;🟩;Bernsteinpulver|50|50||Sandelholz|20|20||Styrax|10|10||Labdanum|10|10||Moschuswurzel|10|10;g|%;100;Duftmischung für Räucher- und Parfümanwendungen.;S3;P4;M8;Arabien;IFRA – Amber Resin Blends;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000179;
ME_000180-ORG-1;Hafer;ORG-1;🟩;Haferflocken|100|100;g|%;100;Basiszutat für Müslis, Backwaren & Getränke.;S5;P1;M4;Europa;USDA – Oat Grain Composition;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000180;
ME_000181-ORG-1;Halva;ORG-1;🟩;Sesam (Tahini)|50|50||Zucker|40|40||Honig|10|10;g|%;100;Zucker und Honig erhitzen, mit Tahini verrühren, abkühlen lassen.;S2;P2;M4;Levante;BBC Good Food – Halva Traditional Recipe;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000181;
ME_000182-ORG-1;Hard Seltzer;ORG-1;🟩;Wasser|85|85||Zucker|10|10||Hefe|5|5;g|%;100;Zuckerwasser fermentieren (5–7 Tage bei 20 °C), karbonisieren, aromatisieren.;S1;P3;M7;USA;Brewers Association – Hard Seltzer Guidelines;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000182;
ME_000183-ORG-1;Haselnussöl geröstet;ORG-1;🟩;Haselnüsse (geröstet, kaltgepresst)|100|100;g|%;100;Geröstete Nüsse pressen, Öl dekantieren und filtrieren.;S2;P3;M3;Europa;USDA Database – Hazelnut Oil;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000183;
ME_000184-ORG-1;Hawaij (Kaffee-Gewürz);ORG-1;🟩;Kardamom|30|30||Zimt|25|25||Nelken|20|20||Ingwer|15|15||Muskat|10|10;g|%;100;"Alle Gewürze mahlen und mischen; klassisch für Jemenitischen Kaffee.";S2;P1;M1;Jemen;The Spruce Eats – Hawaij for Coffee;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000184;
ME_000185-ORG-1;Hawayij (Fleisch);ORG-1;🟩;Koriander|25|25||Kreuzkümmel|25|25||Kurkuma|20|20||Pfeffer|15|15||Nelken|10|10||Kardamom|5|5;g|%;100;"Gewürze rösten, mahlen und mischen; für Fleischgerichte und Suppen.";S4;P1;M1;Jemen;Serious Eats – Hawaij Meat Spice Blend;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000185;
ME_000186-ORG-1;Hefeextrakt (moderat);ORG-1;🟩;Hefeextrakt|100|100;g|%;100;"Natürlicher Umami-Verstärker; Basis für Suppen, Saucen und Brühen.";S5;P1;M12;Global;Marmite / FAO Yeast Extract Data;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000186;
ME_000187-ORG-1;Herbes de Provence;ORG-1;🟩;Thymian|25|25||Rosmarin|20|20||Oregano|20|20||Bohnenkraut|15|15||Lavendel|10|10||Basilikum|10|10;g|%;100;Kräuter trocknen, mischen, luftdicht lagern.;S5;P1;M1;Frankreich;Larousse Gastronomique – Herbes de Provence Blend;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000187;
ME_000188-ORG-1;Heuschrecken;ORG-1;🟩;Heuschrecken (getr.)|100|100;g|%;100;"Getrocknete Insekten als Proteinquelle; in Snacks oder Pulverform.";S5;P1;M9;Afrika;EFSA Novel Foods – Locust Powder Approval;aktiv;6;Primärquelle;;🟩 fundiert;;;;ME_000188;
ME_000189-ORG-1;Heuschrecken (geröstet);ORG-1;🟩;Heuschrecken (getr.)|80|80||Salz|10|10||Öl|10|10;g|%;100;"In Öl rösten und salzen; knuspriger Snack.";S5;P1;M9;Afrika;UN FAO – Insect Food Processing Guidelines;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000189;
ME_000190-ORG-1;Hibiskus-Sirup;ORG-1;🟩;Hibiskusblüten (getr.)|30|30||Zucker|60|60||Wasser|10|10;g|%;100;"Zucker & Wasser aufkochen, Blüten 10 min ziehen lassen; filtrieren.";S2;P3;M4;Westafrika;Saveur Magazine – Hibiscus Syrup (Bissap);aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000190;
ME_000191-ORG-1;Hirse;ORG-1;🟩;Hirse (körnig)|100|100;g|%;100;Als Kochgetreide oder Basis für Bier und Brei.;S5;P1;M4;Global;USDA – Millet Composition;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000191;
ME_000192-ORG-1;Holunderblüten-Sirup;ORG-1;🟩;Holunderblüten frisch|30|30||Zucker|60|60||Zitronensaft|10|10;g|%;100;Zucker und Saft aufkochen, Blüten 12 h ziehen lassen, filtrieren.;S2;P3;M4;Europa;BBC Food – Elderflower Cordial;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000192;
ME_000193-ORG-1;Honig Akazie;ORG-1;🟩;Akazienhonig (klar)|100|100;g|%;100;Milder Honig für Desserts und Getränke.;S2;P3;M4;Europa;Apimondia – Honey Composition Database;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000193;
ME_000194-ORG-1;Honig Wald;ORG-1;🟩;Waldhonig (dunkel)|100|100;g|%;100;"Kräftiger Honig aus Waldtracht; Aromagebend für Backwaren.";S2;P3;M4;Europa;Apimondia – Forest Honey Data;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000194;
ME_000195-ORG-1;Honigbienen-Pollen;ORG-1;🟩;Bienenpollen (getr.)|100|100;g|%;100;"Protein- und Vitaminquelle; als Ergänzung oder Dekor.";S5;P1;M9;Europa;FAO – Bee Products Compendium;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000195;
ME_000196-ORG-1;Hyssop-Za’atar;ORG-1;🟩;Thymian|25|25||Sumach|20|20||Sesam|20|20||Hyssop|20|20||Salz|15|15;g|%;100;"Kräuter mahlen und mischen; klassischer Za’atar-Blend mit Hyssop.";S5;P1;M1;Levant;The Spruce Eats – Za’atar with Hyssop;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000196;
ME_000197-ORG-1;Indischer Sambhar;ORG-1;🟩;Koriander|25|25||Kreuzkümmel|20|20||Senfsamen|10|10||Linsen geröstet|15|15||Kurkuma|10|10||Curryblätter|10|10||Pfeffer|10|10;g|%;100;"Gewürze rösten, mahlen, mischen; für Sambhar-Eintopf.";S5;P1;M1;Indien;Swasthi’s Recipes – Sambar Powder;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000197;
ME_000198-ORG-1;Indischer Sambhar (hausgemacht);ORG-1;🟩;Koriander|20|20||Kreuzkümmel|20|20||Senfsamen|10|10||Bockshornklee|10|10||Kurkuma|10|10||Curryblätter|10|10||Pfeffer|10|10||Chili|10|10;g|%;100;Traditionelle Hausmischung für Südindisches Sambhar.;S4;P1;M1;Indien;Indian Healthy Recipes – Homemade Sambar Masala;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000198;
ME_000199-ORG-1;Indonesian Rendang;ORG-1;🟩;Kokosmilch|40|40||Rindfleisch getr.|30|30||Chili|10|10||Kurkuma|10|10||Ingwer|5|5||Knoblauch|5|5;g|%;100;"Zutaten mixen, einkochen bis trocken; intensive Rendang-Paste.";S4;P2;M5;Indonesien;BBC Good Food – Rendang Base Spice Mix;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000199;
ME_000200-ORG-1;Indonesischer Kaffee;ORG-1;🟩;Kaffeebohnen (Robusta, Sumatra)|100|100;g|%;100;Geröstet und gemahlen für kräftige Aromen.;S3;P1;M4;Indonesien;ICO – Sumatra Coffee Profile;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000200;
ME_000201-ORG-1;Ingwer-Zucker;ORG-1;🟩;Zucker|90|90||Ingwerpulver|10|10;g|%;100;"Zucker mit Ingwerpulver vermengen; für Gebäck, Tee & Sirupe.";S4;P1;M4;Asien;BBC Food – Ginger Sugar Blend;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000201;
ME_000202-ORG-1;IPA (India Pale Ale);ORG-1;🟩;Gerstenmalz|70|70||Hopfen|5|5||Wasser|20|20||Hefe|5|5;g|%;100;Obergäriges Bier, stark gehopft und fruchtig-herb.;S3;P3;M5;UK;BJCP – India Pale Ale Style;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000202;
ME_000203-ORG-1;Iranischer Labdanum;ORG-1;🟩;Labdanum-Harz|100|100;g|%;100;"Harz der Zistrose; als Räucherstoff & Parfümkomponente.";S3;P4;M10;Iran;IFRA / Cistus ladaniferus Monograph;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000203;
ME_000204-ORG-1;Isoamylacetat;ORG-1;🟩;Isoamylacetat (nat. Aroma)|100|100;g|%;100;"Bananenartiges Aroma; in Lebensmitteln und Parfüms.";S2;P3;M11;Global;FEMA 2055 – Isoamyl Acetate Profile;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000204;
ME_000205-ORG-1;Isomalt;ORG-1;🟩;Isomalt (E953)|100|100;g|%;100;"Zuckeralkohol aus Saccharose; für Bonbons & Dekor.";S2;P4;M12;Global;FAO / JECFA – Isomalt Specification;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000205;
