Stufe;Kategorie;EntityType;Name;Lateinischer Name/Typ;Parent/Überbegriff;Region-Tags;Band-Refs;Priorität (1–5);Datasheet-Status;Has_Illu;Illu-PlH;Has_QR;QR-PlH;CITES/Regulatory;Notizen;CITES;Cross-Refs;Chemische Gruppe;Regulatorik;Mix_Typ;SensorikProfil;PhysikalischeForm;Has_Variants;Ingredient_List;Ingredient_Unit;Total_Weight;Preparation_Notes;Variant_Refs;Cost_Estimate;Yield_Info;Rezept_Version;Source_Type;Author_Note;Illu_Path;ID_Neu;Rezept_ID
2;Gewürze;Stoff;Paradiskörner (Guineapfeffer);Aframomum melegueta;Pfeffer-Ersatz (Ingwergewächse);Westafrika;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/paradiskoerner-guineapfeffer.png;GE_000273;
2;Gewürze;Stoff;Penja Pfeffer;Piper nigrum;Echter Pfeffer;Kamerun;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/penja-pfeffer.png;GE_000274;
2;Gewürze;Varietät;Penja White (PGI);Piper nigrum (Penja);Weißer Pfeffer;Kamerun (PGI);B4;4;Todo;0;;0;;lebensmittelstandard;erdig, muschig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/penja-white-pgi.png;GE_000275;
2;Gewürze;Stoff;Peppermint Gum;Eucalyptus dives (Blatt);Buschgewürz;Australien;B9;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/peppermint-gum.png;GE_000276;
2;Gewürze;Stoff;Pequin;Capsicum annuum var. glabriusculum (Pequin);Chili/Hot Pepper;Mexiko;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pequin.png;GE_000277;
2;Gewürze;Stoff;Petitgrain Bigarade;C. × aurantium (Zweig/Blattöl);Zitrusblattöl;Mittelmeer;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/petitgrain-bigarade.png;GE_000278;
2;Gewürze;Handelsprodukt;Pfeffer, Bruch (Coarse grind);Piper nigrum (gebrochen);Schwarzer Pfeffer;global;B4;2;Todo;0;;0;;lebensmittelstandard;für Steaks/Crust;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pfeffer-bruch-coarse-grind.png;GE_000279;
2;Gewürze;Handelsprodukt;Pfeffer, ganz (Black premium);Piper nigrum (ganz, >550g/l);Schwarzer Pfeffer;global;B4;3;Todo;0;;0;;lebensmittelstandard;ganz, hohe Dichte;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pfeffer-ganz-black-premium.png;GE_000280;
2;Gewürze;Extrakt;Pfeffer-CO₂-Extrakt;Piper nigrum CO2 ext.;Schwarzer Pfeffer;"Indien; Indonesien";B4;3;Todo;0;;0;;Lebensmittelstandard;piperinreich, warm;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pfeffer-co2-extrakt.png;GE_000281;
2;Gewürze;Extrakt;Pfeffer-EO (äth. Öl);Piper nigrum aetheroleum;Schwarzer Pfeffer;"Indien; Indonesien";B4;3;Todo;0;;0;;Kosmetik/LM zugelassen je Land;terpenreich, Kopf/Herz;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pfeffer-eo-aeth-oel.png;GE_000282;
2;Gewürze;Extrakt;Pfefferöl;Piper nigrum oil;Gewürzöl;global;B4;3;Todo;0;;0;;LM-Standard;scharf;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pfefferoel.png;GE_000283;
2;Gewürze;Varietät;Phu Quoc Black;Piper nigrum (Phu Quoc);Schwarzer Pfeffer;Vietnam;B4;3;Todo;0;;0;;lebensmittelstandard;kräftig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/phu-quoc-black.png;GE_000284;
2;Gewürze;Stoff;Phu Quoc Pfeffer;Piper nigrum;Echter Pfeffer;Vietnam;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/phu-quoc-pfeffer.png;GE_000285;
2;Gewürze;Stoff;Pili-Nuss;Canarium ovatum (Samen);Samen;Philippinen;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pili-nuss.png;GE_000286;
2;Gewürze;Varietät;Piment (Allspice);Pimenta dioica;Nelken-Verwandte;Karibik;B9;3;Todo;0;;0;;LM-Standard;nelkenartig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/piment-allspice.png;GE_000287;
2;Gewürze;Stoff;Piment d'Espelette;Capsicum annuum (AOP);Chili-Pfeffer;Frankreich (Baskenland);B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/piment-d-espelette.png;GE_000288;
2;Gewürze;Chemische Substanz;Piperin (Isolat);Piperin (C17H19NO3);Schwarzer Pfeffer;global;B4;2;Todo;0;;0;;Regulierung je Novel Food;Schärfe-Carrier;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/piperin-isolat.png;GE_000289;
2;Gewürze;Stoff;Pippali Thippili;Piper longum;Langer Pfeffer (indisch);Indien;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pippali-thippili.png;GE_000290;
2;Gewürze;Varietät;Piri Piri;Capsicum frutescens;Chili;Afrika;B8;3;Todo;0;;0;;LM-Standard;scharf;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/piri-piri.png;GE_000291;
2;Gewürze;Stoff;Piri Piri (African Bird’s Eye);Capsicum frutescens (Piri Piri);Chili/Hot Pepper;"Ostafrika; Mosambik; Portugal";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/piri-piri-african-birds-eye.png;GE_000292;
2;Gewürze;Stoff;Pomelo Öl;Citrus maxima (Öl);Zitrusöl;China/Vietnam;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pomelo-oel.png;GE_000293;
2;Gewürze;Stoff;Pondicherry Pfeffer;Piper nigrum;Echter Pfeffer;"Tamil Nadu; Indien";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pondicherry-pfeffer.png;GE_000294;
2;Gewürze;Stoff;Porcelana;Theobroma cacao (Criollo);Kakao-Varietät;Venezuela;B9;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/porcelana.png;GE_000295;
2;Gewürze;Stoff;Rambutan;Nephelium lappaceum (Frucht);Exotische Frucht;Südostasien;B9;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/rambutan.png;GE_000296;
2;Gewürze;Varietät;Rocoto;Capsicum pubescens;Chili;Anden;B8;3;Todo;0;;0;;LM-Standard;scharf, saftig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/rocoto.png;GE_000297;
2;Gewürze;Stoff;Rocoto (Manzano);Capsicum pubescens (Gruppe Rocoto);Chili/Hot Pepper;"Peru; Bolivien; Anden";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/rocoto-manzano.png;GE_000298;
2;Gewürze;Stoff;Rose de Mai Absolue;Rosa × centifolia (Absolue);Blütenabsolue;Grasse;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/rose-de-mai-absolue.png;GE_000299;
2;Gewürze;Stoff;Rosenblätter (kulinarisch);Rosa damascena / R. × centifolia (Petala);Aromatische Blüten;"Bulgarien; Iran; Marokko";B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/rosenblaetter-kulinarisch.png;GE_000300;
2;Gewürze;Stoff;Rosenkastanie (Aleurites moluccanus);Aleurites moluccanus (Kukui);Samen/Öl;Polynesien;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/rosenkastanie-aleurites-moluccanus.png;GE_000301;
2;Gewürze;Handelsprodukt;Roter Pfeffer in Lake;Piper nigrum (rot, eingelegt);Roter Pfeffer (Piper);global;B4;2;Todo;0;;0;;lebensmittelstandard;fruchtig, rar;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/roter-pfeffer-in-lake.png;GE_000302;
2;Gewürze;Stoff;Sacha Inchi;Plukenetia volubilis (Samen/Öl);Samen/Kern-Aroma;"Peru; Anden";B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sacha-inchi.png;GE_000303;
2;Gewürze;Varietät;Saflor (Färberdistel);Carthamus tinctorius;Saflor;Asien;B27;2;Todo;0;;0;;LM-Standard;ersatz für Safran;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/saflor-faerberdistel.png;GE_000304;
2;Gewürze;Varietät;Safran Coupé (Spain);Crocus sativus (coupé);Safran;Spanien;B6;5;Todo;0;;0;;LM-Standard;rote Spitzen, premium;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safran-coupe-spain.png;GE_000305;
2;Gewürze;Varietät;Safran Konafeh (Iran);Crocus sativus (konafeh);Safran;Iran;B6;2;Todo;0;;0;;LM-Standard;gelbe Teile, minder;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safran-konafeh-iran.png;GE_000306;
2;Gewürze;Varietät;Safran Negin (Iran);Crocus sativus (negin);Safran;Iran;B6;5;Todo;0;;0;;LM-Standard;lange Narben;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safran-negin-iran.png;GE_000307;
2;Gewürze;Varietät;Safran Pushal (Iran);Crocus sativus (pushal);Safran;Iran;B6;3;Todo;0;;0;;LM-Standard;mit gelbem Stil;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safran-pushal-iran.png;GE_000308;
2;Gewürze;Varietät;Safran Sargol (Iran);Crocus sativus (sargol);Safran;Iran;B6;5;Todo;0;;0;;LM-Standard;reine Narben;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safran-sargol-iran.png;GE_000309;
2;Gewürze;Extrakt;Safran-Extrakt (Oleoresin);Crocus sativus oleoresin;Safran;global;B6;3;Todo;0;;0;;Kosmetik/LM;standardisiert;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safran-extrakt-oleoresin.png;GE_000310;
2;Gewürze;Extrakt;Safranextrakt;Crocus sativus extract;Oleoresin;Iran/Spanien;B6;4;Todo;0;;0;;LM-Standard;edel;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safranextrakt.png;GE_000311;
2;Gewürze;Stoff;Saigon-Zimt;Cinnamomum loureiroi;Cassia (hoch-Cinnamaldehyd);Vietnam;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/saigon-zimt.png;GE_000312;
2;Gewürze;Stoff;Salak (Schlangenfrucht);Salacca zalacca (Frucht);Exotische Frucht;Indonesien;B9;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/salak-schlangenfrucht.png;GE_000313;
2;Gewürze;Stoff;Sandelholz Neuguinea;Santalum macgregorii (Öl/Holz);Sandelholz;Papua-Neuguinea;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sandelholz-neuguinea.png;GE_000314;
2;Gewürze;Stoff;Sansho;Zanthoxylum piperitum;Szechuan-/Zitruspfeffer;Japan;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sansho.png;GE_000315;
2;Gewürze;Varietät;Sansho Pfeffer;Zanthoxylum piperitum;Szechuan-Verwandte;Japan;B4;3;Todo;0;;0;;Lebensmittelstandard;kribbelnd, zitronig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sansho-pfeffer.png;GE_000316;
2;Gewürze;Varietät;Sarawak Black;Piper nigrum (Sarawak);Schwarzer Pfeffer;Malaysia (Borneo);B4;3;Todo;0;;0;;lebensmittelstandard;hell-würzig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sarawak-black.png;GE_000317;
2;Gewürze;Varietät;Sarawak Pfeffer;Piper nigrum (Sarawak);Pfeffer;Malaysia;B4;3;Todo;0;;0;;LM-Standard;mild;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sarawak-pfeffer.png;GE_000318;
2;Gewürze;Stoff;Sarawak Pfeffer;Piper nigrum;Echter Pfeffer;"Borneo; Malaysia";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sarawak-pfeffer.png;GE_000319;
2;Gewürze;Varietät;Sassafras-Rinde;Sassafras albidum (cortex);Gewürzrinde;Nordamerika;B11;2;Todo;0;;0;;Reguliert (Safrol);wurzelbier;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sassafras-rinde.png;GE_000320;
2;Gewürze;Varietät;Schabzigerklee;Trigonella caerulea;Brotgewürz;Alpenraum;B9;3;Todo;0;;0;;LM-Standard;würzig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/schabzigerklee.png;GE_000321;
2;Gewürze;Stoff;Schabzigerklee (Brotklee);Trigonella caerulea;Brotgewürz;"Schweiz (Graubünden); Südtirol";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/schabzigerklee-brotklee.png;GE_000322;
2;Gewürze;Stoff;Schmetterlings­erbsenblüte;Clitoria ternatea (Flores);Aromatische Blüten;Südostasien;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/schmetterlingserbsenbluete.png;GE_000323;
2;Gewürze;Stoff;Schwarzer Kardamom;Amomum subulatum (Fruchtkapsel);Samen/Fruchtgewürz;Himalaya;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/schwarzer-kardamom.png;GE_000324;
2;Gewürze;Stoff;Schwarzkümmel (Nigella);Nigella sativa;Brotgewürz;"Türkei; Levante; Balkan";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/schwarzkuemmel-nigella.png;GE_000325;
2;Gewürze;Stoff;Scotch Bonnet;Capsicum chinense 'Scotch Bonnet';Chili/Hot Pepper;"Jamaika; Karibik";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/scotch-bonnet.png;GE_000326;
2;Gewürze;Varietät;Senfsaat Braun;Brassica juncea;Senf;Indien;B12;3;Todo;0;;0;;LM-Standard;scharf;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/senfsaat-braun.png;GE_000327;
2;Gewürze;Varietät;Senfsaat Gelb;Sinapis alba;Senf;Europa;B12;3;Todo;0;;0;;LM-Standard;mild;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/senfsaat-gelb.png;GE_000328;
2;Gewürze;Varietät;Serrano;Capsicum annuum;Chili;Mexiko;B8;3;Todo;0;;0;;LM-Standard;frisch;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/serrano.png;GE_000329;
2;Gewürze;Stoff;Sesam (weiss/schwarz);Sesamum indicum;Brotbelag/Gewürz;"Mittelmeerraum; Türkei; Balkan";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sesam-weiss-schwarz.png;GE_000330;
2;Gewürze;Varietät;Sesamsamen;Sesamum indicum;Sesam;Asien;B12;3;Todo;0;;0;;LM-Standard;nussig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sesamsamen.png;GE_000331;
2;Gewürze;Stoff;Seville Orange Öl;C. × aurantium amara (Öl);Zitrusöl;Spanien;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/seville-orange-oel.png;GE_000332;
2;Gewürze;Stoff;Shikuwasa Öl;Citrus depressa (Öl);Zitrusöl;Okinawa;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/shikuwasa-oel.png;GE_000333;
2;Gewürze;Stoff;Soursop (Guanábana);Annona muricata (Frucht);Exotische Frucht;"Karibik; N-Südamerika";B9;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/soursop-guanabana.png;GE_000334;
2;Gewürze;Varietät;Sri Lanka Black;Piper nigrum (Ceylon);Schwarzer Pfeffer;Sri Lanka;B4;3;Todo;0;;0;;lebensmittelstandard;hell, floral;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sri-lanka-black.png;GE_000335;
2;Gewürze;Stoff;Strawberry Gum;Eucalyptus olida (Blatt);Buschgewürz;"NSW; Australien";B9;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/strawberry-gum.png;GE_000336;
2;Gewürze;Stoff;Sudachi Öl;Citrus sudachi (Öl);Zitrusöl;Japan;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sudachi-oel.png;GE_000337;
2;Gewürze;Stoff;Sumei Pfeffer (regional);Piper retrofractum;Langer Pfeffer Verwandter;SE-Asien;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sumei-pfeffer-regional.png;GE_000338;
2;Gewürze;Stoff;Szechuan grün;Zanthoxylum schinifolium;Szechuanpfeffer grün;"China; Korea";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/szechuan-gruen.png;GE_000339;
2;Gewürze;Varietät;Szechuanpfeffer (China);Zanthoxylum simulans;Pfefferalternative;China;B4;3;Todo;0;;0;;LM-Standard;prickelnd;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/szechuanpfeffer-china.png;GE_000340;
2;Gewürze;Stoff;Szechuanpfeffer (Hanyuan);Zanthoxylum bungeanum;Szechuanpfeffer;"Sichuan; China";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/szechuanpfeffer-hanyuan.png;GE_000341;
2;Gewürze;Varietät;Tabasco;Capsicum frutescens;Chili;Mexiko/USA;B8;3;Todo;0;;0;;LM-Standard;scharf;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tabasco.png;GE_000342;
2;Gewürze;Stoff;Tagetes Öl;Tagetes minuta (äth. Öl);Duft-Blüte;"Südamerika; Kenia";B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tagetes-oel.png;GE_000343;
2;Gewürze;Stoff;Tangelo Öl;Citrus × tangelo (Öl);Zitrusöl;USA;B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tangelo-oel.png;GE_000344;
2;Gewürze;Stoff;Tasmanischer Pfeffer;Tasmannia lanceolata (Blatt/Beere);Buschgewürz;Tasmanien;B9;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tasmanischer-pfeffer.png;GE_000345;
2;Gewürze;Stoff;Tasmanischer Pfeffer (Beere);Tasmannia lanceolata (Beere);Pfeffer-Alternative;Tasmanien;B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tasmanischer-pfeffer-beere.png;GE_000346;
2;Gewürze;Varietät;Tellicherry Pfeffer;Piper nigrum (TGSEB);Pfeffer;Indien (Kerala);B4;4;Todo;0;;0;;GI/Qualität;reif, komplex;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tellicherry-pfeffer.png;GE_000347;
2;Gewürze;Stoff;Tellicherry Pfeffer;Piper nigrum (TGSEB);Echter Pfeffer;"Kerala; Indien";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tellicherry-pfeffer.png;GE_000348;
2;Gewürze;Varietät;Tellicherry TGSEB;Piper nigrum (Tellicherry);Schwarzer Pfeffer;Indien (Kerala);B4;4;Todo;0;;0;;lebensmittelstandard;Großkorn, aromatisch;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tellicherry-tgseb.png;GE_000349;
2;Gewürze;Varietät;Timut Pfeffer;Zanthoxylum armatum var. timur;Szechuan-Verwandte;Nepal;B4;3;Todo;0;;0;;Lebensmittelstandard;zitronig, prickelnd;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/timut-pfeffer.png;GE_000350;
2;Gewürze;Stoff;Timut-Pfeffer;Zanthoxylum armatum var. timur;Szechuan-/Zitruspfeffer;"Nepal; Himalaya";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/timut-pfeffer.png;GE_000351;
2;Gewürze;Varietät;Tonkabohne;Dipteryx odorata (semen);Tonkabohne;Südamerika;B27;3;Todo;0;;0;;Reguliert (Cumarin);vanilleartig, mandel;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tonkabohne.png;GE_000352;
2;Gewürze;Stoff;Tonkabohne (Cumarinreich);Dipteryx odorata (Samen);Samenaroma;"Amazonas; Brasilien";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tonkabohne-cumarinreich.png;GE_000353;
2;Gewürze;Stoff;Trinidad Moruga Scorpion;Capsicum chinense 'Moruga Scorpion';Chili/Hot Pepper;"Trinidad & Tobago; Karibik";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/trinidad-moruga-scorpion.png;GE_000354;
2;Gewürze;Stoff;Trinitario Kakaobohnen;Theobroma cacao (Trinitario);Kakao-Varietät;Karibik;B9;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/trinitario-kakaobohnen.png;GE_000355;
2;Gewürze;Stoff;Tuberose Absolue;Polianthes tuberosa (Absolue);Duft-Blüte;"Indien; Grasse";B24;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tuberose-absolue.png;GE_000356;
2;Gewürze;Stoff;Urfa Biber;Capsicum annuum (getrocknet/fermentiert 'Isot');Chili/Hot Pepper;"Şanlıurfa; Türkei";B4;4;Todo;0;;0;;—;;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/urfa-biber.png;GE_000357;
